address,orientation,bearing,nearest_road,road_distance_m
"UNIT 56, 384 EASTERN VALLEY WAY",Unknown,,,0.02
259 EASTERN VALLEY WAY,Unknown,,,0.01
18 GLENROY AVENUE,Unknown,,,0.01
20 GLENROY AVENUE,Unknown,,,0.01
5A GLENROY AVENUE,Unknown,,Harold Reid Foreshore Track,0.01
203 EASTERN VALLEY WAY,Unknown,,,0.0
235 EASTERN VALLEY WAY,Unknown,,,0.0
237 EASTERN VALLEY WAY,Unknown,,,0.0
239 EASTERN VALLEY WAY,Unknown,,,0.0
247 EASTERN VALLEY WAY,Unknown,,,0.0
251 EASTERN VALLEY WAY,Unknown,,,0.01
"UNIT 57, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 58, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 59, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 61, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 62, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 64, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 66, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 67, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 68, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 69, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 70, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 72, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 75, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 76, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 79, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 84, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 85, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 86, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 88, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 94, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 96, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 97, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 98, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 112, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 417, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
45 PACIFIC HIGHWAY,Unknown,,,0.03
"UNIT 217, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 220, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 118, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
4 DUNTROON AVENUE,Unknown,,,0.02
"UNIT 402, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 505, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
1 PACIFIC HIGHWAY,Unknown,,,0.03
"UNIT 503, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
1015 PACIFIC HIGHWAY,Unknown,,,0.03
"UNIT 502, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 121, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 122, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 127, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 511, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 414, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 314, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 126, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 508, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 311, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 610, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 302, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 304, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
53B BOUNDARY STREET,Unknown,,,0.03
13 COVE CIRCUIT,Unknown,,,0.01
15 COVE CIRCUIT,Unknown,,,0.01
2 COVE CIRCUIT,Unknown,,,0.01
5 COVE CIRCUIT,Unknown,,,0.01
8 COVE CIRCUIT,Unknown,,,0.01
9 COVE CIRCUIT,Unknown,,,0.01
"SHOP 8, 71-77 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 4, 136 PACIFIC HIGHWAY",Unknown,,,0.04
42 BELLAMBI STREET,Unknown,,Sailors Bay Track,0.0
33 CAMBRIDGE STREET,Unknown,,,0.01
34 CAMBRIDGE STREET,Unknown,,,0.01
21 TYNESIDE AVENUE,Unknown,,,0.01
6 CAMBRIDGE STREET,Unknown,,,0.01
36 CAMBRIDGE STREET,Unknown,,,0.01
62 WARRANE ROAD,Unknown,,,0.01
2A VICTORIA AVENUE,Unknown,,,0.01
65 WARRANE ROAD,Unknown,,,0.01
15 TUNKS STREET,Unknown,,Sailors Bay Track,0.0
177B HIGH STREET,Unknown,,,0.01
46 STRATHALLEN AVENUE,Unknown,,Morotai Crescent,0.01
"UNIT 1, 181-185 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 10, 181-185 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 11, 181-185 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 12, 181-185 PACIFIC HIGHWAY",Unknown,,,0.03
2A WIDGIEWA ROAD,Unknown,,,0.0
"UNIT 6, 12 AMAROO AVENUE",Unknown,,Harold Reid Foreshore Track,0.01
"UNIT 9, 12 AMAROO AVENUE",Unknown,,Harold Reid Foreshore Track,0.01
"UNIT 47, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 22, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 23, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 29, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 3, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 30, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 33, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 34, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 37, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 40, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 48, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 49, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 5, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 50, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 51, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 52, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 56, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 57, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 60, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
121 HIGH STREET,Unknown,,Warners Avenue,0.01
"UNIT 2, 142 SYDNEY STREET",Unknown,,,0.01
"UNIT 8, 147-151 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
50 STRATHALLEN AVENUE,Unknown,,Morotai Crescent,0.01
"UNIT 1, 65 STRATHALLEN AVENUE",Unknown,,Sailors Bay Track,0.01
"UNIT 2, 65 STRATHALLEN AVENUE",Unknown,,Sailors Bay Track,0.01
"UNIT 5, 65 STRATHALLEN AVENUE",Unknown,,Sailors Bay Track,0.01
"UNIT 6, 65 STRATHALLEN AVENUE",Unknown,,Sailors Bay Track,0.01
155 HIGH STREET,Unknown,,,0.01
153 HIGH STREET,Unknown,,,0.01
147 HIGH STREET,Unknown,,,0.01
141 HIGH STREET,Unknown,,Warners Avenue,0.01
139 HIGH STREET,Unknown,,Warners Avenue,0.01
"UNIT 63, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 64, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
67 MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
69 MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
71 MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
79 MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
83 MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
85 MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
3 PENDEY STREET,Unknown,,Morotai Crescent,0.01
4 PENDEY STREET,Unknown,,Morotai Crescent,0.01
5 PENDEY STREET,Unknown,,Morotai Crescent,0.01
6 PENDEY STREET,Unknown,,Morotai Crescent,0.01
7 PENDEY STREET,Unknown,,Morotai Crescent,0.01
"UNIT 9, 214-216 SYDNEY STREET",Unknown,,,0.01
"UNIT 8, 214-216 SYDNEY STREET",Unknown,,,0.01
"UNIT 7, 214-216 SYDNEY STREET",Unknown,,,0.01
220 SYDNEY STREET,Unknown,,,0.01
478 PENSHURST STREET,Unknown,,,0.02
9A AUBREY ROAD,Unknown,,,0.01
2A BARINGA ROAD,Unknown,,Morotai Crescent,0.01
31A BARINGA ROAD,Unknown,,Sailors Bay Track,0.01
46A BARINGA ROAD,Unknown,,Sailors Bay Track,0.01
"UNIT 202, 72 LAUREL STREET",Unknown,,Warners Avenue,0.01
2C NOONBINNA CRESCENT,Unknown,,Sailors Bay Track,0.0
39 NOONBINNA CRESCENT,Unknown,,Sailors Bay Track,0.0
7B NOONBINNA CRESCENT,Unknown,,,0.0
"UNIT 6, 130 MOWBRAY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 1, 1 NULGARRA STREET",Unknown,,Morotai Crescent,0.01
"UNIT 2, 1 NULGARRA STREET",Unknown,,Morotai Crescent,0.01
"UNIT 4, 1 NULGARRA STREET",Unknown,,Morotai Crescent,0.01
"UNIT 11, 282 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 3, 293-297 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 5, 293-297 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 6, 293-297 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
31 EASTERN VALLEY WAY,Unknown,,Morotai Crescent,0.0
23-25 EASTERN VALLEY WAY,Unknown,,Morotai Crescent,0.0
26A EASTERN VALLEY WAY,Unknown,,Morotai Crescent,0.0
"UNIT 2, 209 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 4, 355 SAILORS BAY ROAD",Unknown,,,0.01
"UNIT 2, 50 SAILORS BAY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 2, 347 SAILORS BAY ROAD",Unknown,,,0.01
"UNIT 206, 72 LAUREL STREET",Unknown,,Warners Avenue,0.01
22 EMERSTAN DRIVE,Unknown,,,0.01
21 EMERSTAN DRIVE,Unknown,,,0.01
20 EMERSTAN DRIVE,Unknown,,,0.01
"UNIT 102, 72 LAUREL STREET",Unknown,,Warners Avenue,0.01
64 REMBRANDT DRIVE,Unknown,,Harold Reid Foreshore Track,0.0
59 REMBRANDT DRIVE,Unknown,,Harold Reid Foreshore Track,0.0
49 REMBRANDT DRIVE,Unknown,,,0.0
46 REMBRANDT DRIVE,Unknown,,Sugarloaf Crescent,0.0
27 REMBRANDT DRIVE,Unknown,,,0.0
268 EASTERN VALLEY WAY,Unknown,,,0.01
270 EASTERN VALLEY WAY,Unknown,,,0.01
280 EASTERN VALLEY WAY,Unknown,,,0.01
284 EASTERN VALLEY WAY,Unknown,,,0.01
290 EASTERN VALLEY WAY,Unknown,,,0.01
290B EASTERN VALLEY WAY,Unknown,,,0.01
290C EASTERN VALLEY WAY,Unknown,,,0.01
292 EASTERN VALLEY WAY,Unknown,,,0.01
296 EASTERN VALLEY WAY,Unknown,,,0.01
300 EASTERN VALLEY WAY,Unknown,,,0.01
304 EASTERN VALLEY WAY,Unknown,,,0.01
308 EASTERN VALLEY WAY,Unknown,,,0.01
310 EASTERN VALLEY WAY,Unknown,,,0.01
312 EASTERN VALLEY WAY,Unknown,,,0.01
47A COOLAWIN ROAD,Unknown,,,0.01
31 COOLAWIN ROAD,Unknown,,,0.01
149A SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
"UNIT 1, 209 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 1, 355 SAILORS BAY ROAD",Unknown,,,0.01
"UNIT 4, 96 SAILORS BAY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 32, 135-145 SAILORS BAY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 33, 135-145 SAILORS BAY ROAD",Unknown,,Morotai Crescent,0.01
"SHOP 34, 135-145 SAILORS BAY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 36, 135-145 SAILORS BAY ROAD",Unknown,,Morotai Crescent,0.01
128 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
120A SAILORS BAY ROAD,Unknown,,Morotai Crescent,0.01
125 SAILORS BAY ROAD,Unknown,,Morotai Crescent,0.01
60 STRATHALLEN AVENUE,Unknown,,Morotai Crescent,0.01
69 STRATHALLEN AVENUE,Unknown,,Sailors Bay Track,0.01
21 NAROOMA ROAD,Unknown,,,0.0
27 NAROOMA ROAD,Unknown,,,0.0
28 NAROOMA ROAD,Unknown,,,0.0
29 NAROOMA ROAD,Unknown,,,0.0
3 NAROOMA ROAD,Unknown,,,0.0
30 NAROOMA ROAD,Unknown,,,0.0
32A NAROOMA ROAD,Unknown,,,0.0
32 NAROOMA ROAD,Unknown,,,0.0
34 NAROOMA ROAD,Unknown,,Sailors Bay Track,0.0
37 NAROOMA ROAD,Unknown,,,0.0
20 GARDEN PLACE,Unknown,,Eastern Valley Way,0.0
132A PACIFIC HIGHWAY,Unknown,,,0.04
167 PACIFIC HIGHWAY,Unknown,,,0.04
256 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
161 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
65 LAUREL STREET,Unknown,,Warners Avenue,0.01
71 LAUREL STREET,Unknown,,Warners Avenue,0.01
"UNIT 10, 77 WARRANE ROAD",Unknown,,,0.01
"UNIT 3, 77 WARRANE ROAD",Unknown,,,0.01
"UNIT 1, 77 WARRANE ROAD",Unknown,,,0.01
"UNIT 4, 220 SYDNEY STREET",Unknown,,,0.01
"UNIT 2, 218 SYDNEY STREET",Unknown,,,0.01
"UNIT 301, 54-56 STRATHALLEN AVENUE",Unknown,,Morotai Crescent,0.01
22 QUINN LANE,Unknown,,,0.03
65 STRATHALLEN AVENUE,Unknown,,Sailors Bay Track,0.01
"UNIT 1, 38 FRENCHS ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 2, 38 FRENCHS ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 2, 3 LUCKNOW STREET",Unknown,,Warners Avenue,0.01
1B MEGALONG AVENUE,Unknown,,,0.01
133A HIGH STREET,Unknown,,Warners Avenue,0.01
"UNIT 11, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 15, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 16, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 17, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 18, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 19, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 1, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 3, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 4, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 5, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 304, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 403, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 302, 5 VICTORIA STREET",Unknown,,,0.03
"UNIT 104, 5 VICTORIA STREET",Unknown,,,0.03
"UNIT 305, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 101, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 402, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 403, 5 VICTORIA STREET",Unknown,,,0.03
"UNIT 210, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 207, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 5, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 304, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 303, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 204, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 105, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 6, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 403, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 104, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 2, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 7, 5 VICTORIA STREET",Unknown,,,0.03
"UNIT 1, 537 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 205, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 103, 5 VICTORIA STREET",Unknown,,,0.03
"UNIT 304, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 207, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 306, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 103, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 308, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 104, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 204, 5 VICTORIA STREET",Unknown,,,0.03
33 ASHLEY STREET,Unknown,,,0.02
"UNIT 1, 141 PENSHURST STREET",Unknown,,,0.01
"UNIT 2, 313 PENSHURST STREET",Unknown,,,0.01
"SUITE 3, 313 PENSHURST STREET",Unknown,,,0.01
"UNIT 5, 141 PENSHURST STREET",Unknown,,,0.01
"UNIT 6, 141 PENSHURST STREET",Unknown,,,0.01
"UNIT 110, 1-11 VICTORIA STREET",Unknown,,,0.03
2-6 SECOND AVENUE,Unknown,,Warners Avenue,0.0
15 COURALLIE ROAD,Unknown,,,0.0
66 BARINGA ROAD,Unknown,,Sailors Bay Track,0.01
68 BARINGA ROAD,Unknown,,Sailors Bay Track,0.01
35 EUROKA STREET,Unknown,,Sailors Bay Track,0.0
36 EUROKA STREET,Unknown,,Sailors Bay Track,0.0
37 EUROKA STREET,Unknown,,Sailors Bay Track,0.0
39 EUROKA STREET,Unknown,,Sailors Bay Track,0.0
4 EUROKA STREET,Unknown,,Sailors Bay Track,0.0
47 EUROKA STREET,Unknown,,Sailors Bay Track,0.0
6 EUROKA STREET,Unknown,,Sailors Bay Track,0.0
8 EUROKA STREET,Unknown,,Sailors Bay Track,0.0
14 MIOWERA ROAD,Unknown,,,0.01
15 MIOWERA ROAD,Unknown,,,0.01
16 MIOWERA ROAD,Unknown,,,0.01
18 MIOWERA ROAD,Unknown,,,0.01
2 MIOWERA ROAD,Unknown,,,0.01
5 MIOWERA ROAD,Unknown,,,0.01
7 MIOWERA ROAD,Unknown,,,0.01
8 MIOWERA ROAD,Unknown,,,0.01
1 NAMOI ROAD,Unknown,,Sailors Bay Track,0.01
13 NAMOI ROAD,Unknown,,Sailors Bay Track,0.01
15 NAMOI ROAD,Unknown,,Sailors Bay Track,0.01
17A NAMOI ROAD,Unknown,,Sailors Bay Track,0.01
17 NAMOI ROAD,Unknown,,Sailors Bay Track,0.01
21 NAMOI ROAD,Unknown,,Sailors Bay Track,0.01
23 NAMOI ROAD,Unknown,,Sailors Bay Track,0.01
27 NAMOI ROAD,Unknown,,Sailors Bay Track,0.01
3 NAMOI ROAD,Unknown,,Sailors Bay Track,0.01
7 NAMOI ROAD,Unknown,,Sailors Bay Track,0.01
92 SAILORS BAY ROAD,Unknown,,Morotai Crescent,0.01
16 COURALLIE ROAD,Unknown,,,0.0
17 COURALLIE ROAD,Unknown,,,0.0
18 COURALLIE ROAD,Unknown,,,0.0
2 COURALLIE ROAD,Unknown,,,0.0
20 COURALLIE ROAD,Unknown,,,0.0
11A THE BARRICADE,Unknown,,,0.0
11 THE BARRICADE,Unknown,,The Barricade,0.0
1 THE BARBETTE,Unknown,,The Barbette,0.0
10 THE BARBETTE,Unknown,,The Barbette,0.0
12 THE BARBETTE,Unknown,,The Barbette,0.0
3 THE BARBETTE,Unknown,,The Barbette,0.0
6 THE BARBETTE,Unknown,,,0.0
7 THE BARBETTE,Unknown,,,0.0
8 THE BARBETTE,Unknown,,,0.0
17 WEETAWAA ROAD,Unknown,,,0.0
4 WEETAWAA ROAD,Unknown,,,0.01
11 SYDNEY STREET,Unknown,,Warners Avenue,0.02
9 LUCKNOW STREET,Unknown,,Warners Avenue,0.01
12 MABEL STREET,Unknown,,Warners Avenue,0.01
47 HECTOR ROAD,Unknown,,Warners Avenue,0.01
49 HECTOR ROAD,Unknown,,Warners Avenue,0.01
5 HECTOR ROAD,Unknown,,Warners Avenue,0.01
50 HECTOR ROAD,Unknown,,Warners Avenue,0.01
6 CHILTERN ROAD,Unknown,,Warners Avenue,0.01
9 GORMAN STREET,Unknown,,Warners Avenue,0.01
21 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
23 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
25 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
29 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
31 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
32 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
33 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
35A FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
36 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
37A FRENCHS ROAD,Unknown,,Warners Avenue,0.01
37 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
38 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
"UNIT 2, 39 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 4, 39 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 5, 39 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 151, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 111, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 112, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 114, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 115, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 116, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 117, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 118, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 12, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 120, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 128, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 129, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 13, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"SHOP 4, 183-191 HIGH STREET",Unknown,,,0.01
24 LUCKNOW STREET,Unknown,,Warners Avenue,0.02
25 LUCKNOW STREET,Unknown,,Warners Avenue,0.02
27 LUCKNOW STREET,Unknown,,Warners Avenue,0.02
33 LUCKNOW STREET,Unknown,,Warners Avenue,0.02
5 LUCKNOW STREET,Unknown,,Warners Avenue,0.01
6 LUCKNOW STREET,Unknown,,Warners Avenue,0.01
17 MABEL STREET,Unknown,,Warners Avenue,0.01
18 MABEL STREET,Unknown,,Warners Avenue,0.01
2A MABEL STREET,Unknown,,Warners Avenue,0.01
21 MABEL STREET,Unknown,,Warners Avenue,0.01
23 MABEL STREET,Unknown,,Warners Avenue,0.01
24 MABEL STREET,Unknown,,Warners Avenue,0.01
26 MABEL STREET,Unknown,,Warners Avenue,0.01
27 MABEL STREET,Unknown,,Warners Avenue,0.01
29 MABEL STREET,Unknown,,Warners Avenue,0.01
44 HECTOR ROAD,Unknown,,Warners Avenue,0.01
45 HECTOR ROAD,Unknown,,Warners Avenue,0.01
11 PENSHURST STREET,Unknown,,Warners Avenue,0.01
47 ALPHA ROAD,Unknown,,Morotai Crescent,0.0
"UNIT 1, 1B ARMSTRONG STREET",Unknown,,Morotai Crescent,0.01
"UNIT 2, 1B ARMSTRONG STREET",Unknown,,Morotai Crescent,0.01
"UNIT 4, 1B ARMSTRONG STREET",Unknown,,Morotai Crescent,0.01
"UNIT 5, 1B ARMSTRONG STREET",Unknown,,Morotai Crescent,0.01
"UNIT 6, 1B ARMSTRONG STREET",Unknown,,Morotai Crescent,0.01
"APARTMENT 201A, 34 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"APARTMENT 107A, 34 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"APARTMENT 207B, 34 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 3, 9 VICTORIA STREET",Unknown,,,0.03
48 BELLAMBI STREET,Unknown,,Sailors Bay Track,0.0
50 BELLAMBI STREET,Unknown,,Sailors Bay Track,0.0
11A THE BULWARK,Unknown,,Barbara Ash Way,0.0
123 EASTERN VALLEY WAY,Unknown,,,0.0
"UNIT 2, 77A EDINBURGH ROAD",Unknown,,Chandler Lane,0.0
77A EDINBURGH ROAD,Unknown,,Chandler Lane,0.0
"UNIT 1, 142 SYDNEY STREET",Unknown,,,0.01
"UNIT 10, 3-5 NOLA ROAD",Unknown,,,0.03
"UNIT 11, 3-5 NOLA ROAD",Unknown,,,0.03
"UNIT 19, 3-5 NOLA ROAD",Unknown,,,0.03
"UNIT 1, 3-5 NOLA ROAD",Unknown,,,0.03
"UNIT 21, 3-5 NOLA ROAD",Unknown,,,0.03
"UNIT 22, 3-5 NOLA ROAD",Unknown,,,0.03
"UNIT 3, 3-5 NOLA ROAD",Unknown,,,0.03
"UNIT 4, 3-5 NOLA ROAD",Unknown,,,0.03
"UNIT 5, 3-5 NOLA ROAD",Unknown,,,0.03
"UNIT 6, 3-5 NOLA ROAD",Unknown,,,0.03
"UNIT 8, 3-5 NOLA ROAD",Unknown,,,0.03
5 TOWER RESERVE,Unknown,,,0.0
"UNIT 10, 175 LOWER GIBBES STREET",Unknown,,,0.02
"UNIT 10L, 175 LOWER GIBBES STREET",Unknown,,,0.02
"UNIT 11L, 175 LOWER GIBBES STREET",Unknown,,,0.02
"UNIT 12, 175 LOWER GIBBES STREET",Unknown,,,0.02
"UNIT 13, 175 LOWER GIBBES STREET",Unknown,,,0.02
"UNIT 1, 175 LOWER GIBBES STREET",Unknown,,,0.02
"UNIT 3, 175 LOWER GIBBES STREET",Unknown,,,0.02
"UNIT 4, 175 LOWER GIBBES STREET",Unknown,,,0.02
"UNIT 5, 175 LOWER GIBBES STREET",Unknown,,,0.02
"UNIT 6, 175 LOWER GIBBES STREET",Unknown,,,0.02
"UNIT 7, 175 LOWER GIBBES STREET",Unknown,,,0.02
"UNIT 9U, 175 LOWER GIBBES STREET",Unknown,,,0.02
68A PACIFIC HIGHWAY,Unknown,,,0.03
"UNIT 2, 80 WARRANE ROAD",Unknown,,,0.01
"UNIT 1, 80 WARRANE ROAD",Unknown,,,0.01
142 SYDNEY STREET,Unknown,,,0.01
"UNIT 1, 105 MACQUARIE STREET",Unknown,,,0.02
102A PACIFIC HIGHWAY,Unknown,,,0.04
